"Sex","Age_bin_idx",".chain",".iteration",".draw","variable","value"
"M",10,2,50,350,"logit_rho",-3.06875
"M",10,2,51,351,"logit_rho",-3.11796
"M",10,2,52,352,"logit_rho",-3.12294
"M",10,2,53,353,"logit_rho",-2.85861
"M",10,2,54,354,"logit_rho",-2.93983
"M",10,2,55,355,"logit_rho",-2.72602
"M",10,2,56,356,"logit_rho",-2.87971
"M",10,2,57,357,"logit_rho",-3.19175
"M",10,2,58,358,"logit_rho",-3.2028
"M",10,2,59,359,"logit_rho",-3.40618
"M",10,2,60,360,"logit_rho",-3.30825
"M",10,2,61,361,"logit_rho",-3.1925
"M",10,2,62,362,"logit_rho",-3.17381
"M",10,2,63,363,"logit_rho",-3.23671
"M",10,2,64,364,"logit_rho",-3.01354
"M",10,2,65,365,"logit_rho",-2.78403
"M",10,2,66,366,"logit_rho",-2.956
"M",10,2,67,367,"logit_rho",-3.23909
"M",10,2,68,368,"logit_rho",-3.05262
"M",10,2,69,369,"logit_rho",-3.3251
"M",10,2,70,370,"logit_rho",-3.23514
"M",10,2,71,371,"logit_rho",-3.3432
"M",10,2,72,372,"logit_rho",-3.40427
"M",10,2,73,373,"logit_rho",-3.00953
"M",10,2,74,374,"logit_rho",-2.85508
"M",10,2,75,375,"logit_rho",-2.83199
"M",10,2,76,376,"logit_rho",-2.8672
"M",10,2,77,377,"logit_rho",-2.74803
"M",10,2,78,378,"logit_rho",-2.81805
"M",10,2,79,379,"logit_rho",-3.01179
"M",10,2,80,380,"logit_rho",-3.01887
"M",10,2,81,381,"logit_rho",-3.03258
"M",10,2,82,382,"logit_rho",-3.02944
"M",10,2,83,383,"logit_rho",-3.37045
"M",10,2,84,384,"logit_rho",-3.26447
"M",10,2,85,385,"logit_rho",-3.07674
"M",10,2,86,386,"logit_rho",-3.22288
"M",10,2,87,387,"logit_rho",-3.11304
"M",10,2,88,388,"logit_rho",-2.7518
"M",10,2,89,389,"logit_rho",-3.07377
"M",10,2,90,390,"logit_rho",-3.03481
"M",10,2,91,391,"logit_rho",-3.01462
"M",10,2,92,392,"logit_rho",-2.87986
"M",10,2,93,393,"logit_rho",-3.08228
"M",10,2,94,394,"logit_rho",-2.91368
"M",10,2,95,395,"logit_rho",-2.92997
"M",10,2,96,396,"logit_rho",-2.78914
"M",10,2,97,397,"logit_rho",-2.66443
"M",10,2,98,398,"logit_rho",-3.02697
"M",10,2,99,399,"logit_rho",-2.90541
"M",10,2,100,400,"logit_rho",-3.27782
"M",10,2,101,401,"logit_rho",-3.33166
"M",10,2,102,402,"logit_rho",-3.36194
"M",10,2,103,403,"logit_rho",-3.04534
"M",10,2,104,404,"logit_rho",-2.86876
"M",10,2,105,405,"logit_rho",-2.92834
"M",10,2,106,406,"logit_rho",-3.42481
"M",10,2,107,407,"logit_rho",-3.39097
"M",10,2,108,408,"logit_rho",-3.08681
"M",10,2,109,409,"logit_rho",-3.30014
"M",10,2,110,410,"logit_rho",-3.58321
"M",10,2,111,411,"logit_rho",-3.48732
"M",10,2,112,412,"logit_rho",-3.42883
"M",10,2,113,413,"logit_rho",-3.22001
"M",10,2,114,414,"logit_rho",-3.25714
"M",10,2,115,415,"logit_rho",-3.41956
"M",10,2,116,416,"logit_rho",-3.08269
"M",10,2,117,417,"logit_rho",-2.90927
"M",10,2,118,418,"logit_rho",-3.12888
"M",10,2,119,419,"logit_rho",-3.30466
"M",10,2,120,420,"logit_rho",-3.11911
"M",10,2,121,421,"logit_rho",-2.6506
"M",10,2,122,422,"logit_rho",-2.99858
"M",10,2,123,423,"logit_rho",-3.13892
"M",10,2,124,424,"logit_rho",-3.38029
"M",10,2,125,425,"logit_rho",-3.21214
"M",10,2,126,426,"logit_rho",-2.97739
"M",10,2,127,427,"logit_rho",-2.55578
"M",10,2,128,428,"logit_rho",-2.92528
"M",10,2,129,429,"logit_rho",-3.11894
"M",10,2,130,430,"logit_rho",-2.95086
"M",10,2,131,431,"logit_rho",-3.06649
"M",10,2,132,432,"logit_rho",-3.43131
"M",10,2,133,433,"logit_rho",-3.05433
"M",10,2,134,434,"logit_rho",-2.92492
"M",10,2,135,435,"logit_rho",-2.94648
"M",10,2,136,436,"logit_rho",-2.69216
"M",10,2,137,437,"logit_rho",-3.03555
"M",10,2,138,438,"logit_rho",-2.97404
"M",10,2,139,439,"logit_rho",-2.69178
"M",10,2,140,440,"logit_rho",-2.64398
"M",10,2,141,441,"logit_rho",-2.92962
"M",10,2,142,442,"logit_rho",-2.9474
"M",10,2,143,443,"logit_rho",-2.86966
"M",10,2,144,444,"logit_rho",-3.12995
"M",10,2,145,445,"logit_rho",-2.74635
"M",10,2,146,446,"logit_rho",-2.85586
"M",10,2,147,447,"logit_rho",-3.0828
"M",10,2,148,448,"logit_rho",-3.20955
"M",10,2,149,449,"logit_rho",-3.23956
"M",10,2,150,450,"logit_rho",-3.46218
"M",10,2,151,451,"logit_rho",-3.19688
"M",10,2,152,452,"logit_rho",-2.96296
"M",10,2,153,453,"logit_rho",-3.12827
"M",10,2,154,454,"logit_rho",-3.4162
"M",10,2,155,455,"logit_rho",-3.01907
"M",10,2,156,456,"logit_rho",-2.96512
"M",10,2,157,457,"logit_rho",-2.93774
"M",10,2,158,458,"logit_rho",-3.00257
"M",10,2,159,459,"logit_rho",-3.0393
"M",10,2,160,460,"logit_rho",-3.23935
"M",10,2,161,461,"logit_rho",-3.18874
"M",10,2,162,462,"logit_rho",-3.39377
"M",10,2,163,463,"logit_rho",-2.8116
"M",10,2,164,464,"logit_rho",-3.02977
"M",10,2,165,465,"logit_rho",-3.20643
"M",10,2,166,466,"logit_rho",-2.99736
"M",10,2,167,467,"logit_rho",-2.76105
"M",10,2,168,468,"logit_rho",-2.62657
"M",10,2,169,469,"logit_rho",-2.72812
"M",10,2,170,470,"logit_rho",-2.74182
"M",10,2,171,471,"logit_rho",-2.69235
"M",10,2,172,472,"logit_rho",-2.85985
"M",10,2,173,473,"logit_rho",-2.80473
"M",10,2,174,474,"logit_rho",-3.03509
"M",10,2,175,475,"logit_rho",-3.38445
"M",10,2,176,476,"logit_rho",-3.36979
"M",10,2,177,477,"logit_rho",-3.25221
"M",10,2,178,478,"logit_rho",-2.97956
"M",10,2,179,479,"logit_rho",-3.17036
"M",10,2,180,480,"logit_rho",-3.17804
"M",10,2,181,481,"logit_rho",-3.18467
"M",10,2,182,482,"logit_rho",-3.31291
"M",10,2,183,483,"logit_rho",-3.11973
"M",10,2,184,484,"logit_rho",-3.14196
"M",10,2,185,485,"logit_rho",-3.1328
"M",10,2,186,486,"logit_rho",-3.10837
"M",10,2,187,487,"logit_rho",-3.01109
"M",10,2,188,488,"logit_rho",-3.3886
"M",10,2,189,489,"logit_rho",-3.37745
"M",10,2,190,490,"logit_rho",-3.22406
"M",10,2,191,491,"logit_rho",-3.18939
"M",10,2,192,492,"logit_rho",-3.1198
"M",10,2,193,493,"logit_rho",-2.77705
"M",10,2,194,494,"logit_rho",-2.96963
"M",10,2,195,495,"logit_rho",-2.8637
"M",10,2,196,496,"logit_rho",-3.07772
"M",10,2,197,497,"logit_rho",-2.92824
"M",10,2,198,498,"logit_rho",-3.02514
"M",10,2,199,499,"logit_rho",-3.00538
"M",10,2,200,500,"logit_rho",-3.16872
"M",10,2,201,501,"logit_rho",-3.08567
"M",10,2,202,502,"logit_rho",-3.29224
"M",10,2,203,503,"logit_rho",-3.39683
"M",10,2,204,504,"logit_rho",-3.34562
"M",10,2,205,505,"logit_rho",-2.83504
"M",10,2,206,506,"logit_rho",-2.73181
"M",10,2,207,507,"logit_rho",-3.00789
"M",10,2,208,508,"logit_rho",-3.33025
"M",10,2,209,509,"logit_rho",-3.19362
"M",10,2,210,510,"logit_rho",-3.38031
"M",10,2,211,511,"logit_rho",-3.22455
"M",10,2,212,512,"logit_rho",-3.26197
"M",10,2,213,513,"logit_rho",-3.20794
"M",10,2,214,514,"logit_rho",-3.1796
"M",10,2,215,515,"logit_rho",-2.82648
"M",10,2,216,516,"logit_rho",-2.94676
"M",10,2,217,517,"logit_rho",-3.10932
"M",10,2,218,518,"logit_rho",-2.99978
"M",10,2,219,519,"logit_rho",-2.9678
"M",10,2,220,520,"logit_rho",-3.02609
"M",10,2,221,521,"logit_rho",-2.86682
"M",10,2,222,522,"logit_rho",-3.08411
"M",10,2,223,523,"logit_rho",-2.94963
"M",10,2,224,524,"logit_rho",-2.98576
"M",10,2,225,525,"logit_rho",-2.97188
"M",10,2,226,526,"logit_rho",-3.01289
"M",10,2,227,527,"logit_rho",-3.14306
"M",10,2,228,528,"logit_rho",-3.21734
"M",10,2,229,529,"logit_rho",-3.22301
"M",10,2,230,530,"logit_rho",-3.47713
"M",10,2,231,531,"logit_rho",-3.11433
"M",10,2,232,532,"logit_rho",-3.03726
"M",10,2,233,533,"logit_rho",-3.33048
"M",10,2,234,534,"logit_rho",-3.49679
"M",10,2,235,535,"logit_rho",-3.34465
"M",10,2,236,536,"logit_rho",-3.30171
"M",10,2,237,537,"logit_rho",-3.21596
"M",10,2,238,538,"logit_rho",-3.22071
"M",10,2,239,539,"logit_rho",-3.47645
"M",10,2,240,540,"logit_rho",-3.40184
"M",10,2,241,541,"logit_rho",-3.03858
"M",10,2,242,542,"logit_rho",-2.91994
"M",10,2,243,543,"logit_rho",-2.8849
"M",10,2,244,544,"logit_rho",-3.17502
"M",10,2,245,545,"logit_rho",-3.25796
"M",10,2,246,546,"logit_rho",-3.07657
"M",10,2,247,547,"logit_rho",-3.12652
"M",10,2,248,548,"logit_rho",-3.49556
"M",10,2,249,549,"logit_rho",-3.2103
"M",10,2,250,550,"logit_rho",-3.28339
"M",10,2,251,551,"logit_rho",-3.16435
"M",10,2,252,552,"logit_rho",-2.96576
"M",10,2,253,553,"logit_rho",-3.28813
"M",10,2,254,554,"logit_rho",-3.21916
"M",10,2,255,555,"logit_rho",-3.19598
"M",10,2,256,556,"logit_rho",-3.19562
"M",10,2,257,557,"logit_rho",-3.35303
"M",10,2,258,558,"logit_rho",-3.5764
"M",10,2,259,559,"logit_rho",-3.40505
"M",10,2,260,560,"logit_rho",-3.32043
"M",10,2,261,561,"logit_rho",-3.11612
"M",10,2,262,562,"logit_rho",-2.88115
"M",10,2,263,563,"logit_rho",-3.06254
"M",10,2,264,564,"logit_rho",-3.13275
"M",10,2,265,565,"logit_rho",-2.84411
"M",10,2,266,566,"logit_rho",-2.95911
"M",10,2,267,567,"logit_rho",-2.93812
"M",10,2,268,568,"logit_rho",-3.21717
"M",10,2,269,569,"logit_rho",-3.20842
"M",10,2,270,570,"logit_rho",-3.22223
"M",10,2,271,571,"logit_rho",-3.52866
"M",10,2,272,572,"logit_rho",-3.3292
"M",10,2,273,573,"logit_rho",-3.21762
"M",10,2,274,574,"logit_rho",-3.37765
"M",10,2,275,575,"logit_rho",-3.25697
"M",10,2,276,576,"logit_rho",-3.48491
"M",10,2,277,577,"logit_rho",-3.06877
"M",10,2,278,578,"logit_rho",-3.04265
"M",10,2,279,579,"logit_rho",-2.95615
"M",10,2,280,580,"logit_rho",-2.98527
"M",10,2,281,581,"logit_rho",-2.90204
"M",10,2,282,582,"logit_rho",-2.97426
"M",10,2,283,583,"logit_rho",-3.19971
"M",10,2,284,584,"logit_rho",-3.08949
"M",10,2,285,585,"logit_rho",-3.33866
"M",10,2,286,586,"logit_rho",-2.98432
"M",10,2,287,587,"logit_rho",-3.13414
"M",10,2,288,588,"logit_rho",-2.97461
"M",10,2,289,589,"logit_rho",-3.06934
"M",10,2,290,590,"logit_rho",-3.13621
"M",10,2,291,591,"logit_rho",-3.17431
"M",10,2,292,592,"logit_rho",-3.11835
"M",10,2,293,593,"logit_rho",-3.20146
"M",10,2,294,594,"logit_rho",-3.17771
"M",10,2,295,595,"logit_rho",-3.14981
"M",10,2,296,596,"logit_rho",-3.00273
"M",10,2,297,597,"logit_rho",-2.90287
"M",10,2,298,598,"logit_rho",-3.1455
"M",10,2,299,599,"logit_rho",-3.03714
"M",10,2,300,600,"logit_rho",-2.96517
"M",10,3,1,601,"logit_rho",-3.23527
"M",10,3,2,602,"logit_rho",-3.22222
"M",10,3,3,603,"logit_rho",-3.39602
"M",10,3,4,604,"logit_rho",-3.38337
"M",10,3,5,605,"logit_rho",-3.32878
"M",10,3,6,606,"logit_rho",-3.37097
"M",10,3,7,607,"logit_rho",-3.07747
"M",10,3,8,608,"logit_rho",-3.08613
"M",10,3,9,609,"logit_rho",-2.8282
"M",10,3,10,610,"logit_rho",-2.75182
"M",10,3,11,611,"logit_rho",-2.87724
"M",10,3,12,612,"logit_rho",-2.63987
"M",10,3,13,613,"logit_rho",-2.69645
"M",10,3,14,614,"logit_rho",-3.18685
"M",10,3,15,615,"logit_rho",-3.1075
"M",10,3,16,616,"logit_rho",-3.11445
"M",10,3,17,617,"logit_rho",-2.97933
"M",10,3,18,618,"logit_rho",-3.11767
"M",10,3,19,619,"logit_rho",-3.19482
"M",10,3,20,620,"logit_rho",-2.87863
"M",10,3,21,621,"logit_rho",-2.81994
"M",10,3,22,622,"logit_rho",-3.01624
"M",10,3,23,623,"logit_rho",-3.16111
"M",10,3,24,624,"logit_rho",-3.05389
"M",10,3,25,625,"logit_rho",-2.8098
"M",10,3,26,626,"logit_rho",-2.69307
"M",10,3,27,627,"logit_rho",-2.87538
"M",10,3,28,628,"logit_rho",-2.89377
"M",10,3,29,629,"logit_rho",-3.23008
"M",10,3,30,630,"logit_rho",-3.44423
"M",10,3,31,631,"logit_rho",-3.32756
"M",10,3,32,632,"logit_rho",-3.49132
"M",10,3,33,633,"logit_rho",-3.40637
"M",10,3,34,634,"logit_rho",-3.2751
"M",10,3,35,635,"logit_rho",-3.14022
"M",10,3,36,636,"logit_rho",-3.04183
"M",10,3,37,637,"logit_rho",-3.04349
"M",10,3,38,638,"logit_rho",-3.18276
"M",10,3,39,639,"logit_rho",-3.28976
"M",10,3,40,640,"logit_rho",-3.10587
"M",10,3,41,641,"logit_rho",-3.09915
"M",10,3,42,642,"logit_rho",-2.68933
"M",10,3,43,643,"logit_rho",-2.71427
"M",10,3,44,644,"logit_rho",-2.77356
"M",10,3,45,645,"logit_rho",-2.84623
"M",10,3,46,646,"logit_rho",-3.13103
"M",10,3,47,647,"logit_rho",-3.49386
"M",10,3,48,648,"logit_rho",-3.2609
"M",10,3,49,649,"logit_rho",-3.41262
"M",10,3,50,650,"logit_rho",-3.31034
"M",10,3,51,651,"logit_rho",-3.11901
"M",10,3,52,652,"logit_rho",-2.97097
"M",10,3,53,653,"logit_rho",-3.025
"M",10,3,54,654,"logit_rho",-3.25027
"M",10,3,55,655,"logit_rho",-3.31694
"M",10,3,56,656,"logit_rho",-3.42944
"M",10,3,57,657,"logit_rho",-3.10199
"M",10,3,58,658,"logit_rho",-3.33331
"M",10,3,59,659,"logit_rho",-3.25706
"M",10,3,60,660,"logit_rho",-3.14189
"M",10,3,61,661,"logit_rho",-3.15392
"M",10,3,62,662,"logit_rho",-3.20886
"M",10,3,63,663,"logit_rho",-3.23782
"M",10,3,64,664,"logit_rho",-3.0848
"M",10,3,65,665,"logit_rho",-2.75329
"M",10,3,66,666,"logit_rho",-2.82658
"M",10,3,67,667,"logit_rho",-2.84022
"M",10,3,68,668,"logit_rho",-2.84373
"M",10,3,69,669,"logit_rho",-3.04268
"M",10,3,70,670,"logit_rho",-3.10709
"M",10,3,71,671,"logit_rho",-3.04276
"M",10,3,72,672,"logit_rho",-3.25967
"M",10,3,73,673,"logit_rho",-3.2658
"M",10,3,74,674,"logit_rho",-3.08354
"M",10,3,75,675,"logit_rho",-2.95242
"M",10,3,76,676,"logit_rho",-3.21589
"M",10,3,77,677,"logit_rho",-3.42351
"M",10,3,78,678,"logit_rho",-3.43711
"M",10,3,79,679,"logit_rho",-2.93999
"M",10,3,80,680,"logit_rho",-3.28363
"M",10,3,81,681,"logit_rho",-3.11978
"M",10,3,82,682,"logit_rho",-3.03821
"M",10,3,83,683,"logit_rho",-3.26947
"M",10,3,84,684,"logit_rho",-3.23959
"M",10,3,85,685,"logit_rho",-3.11455
"M",10,3,86,686,"logit_rho",-3.2342
"M",10,3,87,687,"logit_rho",-2.90334
"M",10,3,88,688,"logit_rho",-2.95073
"M",10,3,89,689,"logit_rho",-3.01691
"M",10,3,90,690,"logit_rho",-2.8877
"M",10,3,91,691,"logit_rho",-2.84728
"M",10,3,92,692,"logit_rho",-2.71369
"M",10,3,93,693,"logit_rho",-3.37759
"M",10,3,94,694,"logit_rho",-3.21239
"M",10,3,95,695,"logit_rho",-3.14633
"M",10,3,96,696,"logit_rho",-3.20641
"M",10,3,97,697,"logit_rho",-2.93554
"M",10,3,98,698,"logit_rho",-3.05707
"M",10,3,99,699,"logit_rho",-2.91817
"M",10,3,100,700,"logit_rho",-3.36064
"M",10,3,101,701,"logit_rho",-3.46644
"M",10,3,102,702,"logit_rho",-3.45161
"M",10,3,103,703,"logit_rho",-3.31451
"M",10,3,104,704,"logit_rho",-3.42661
"M",10,3,105,705,"logit_rho",-3.44765
"M",10,3,106,706,"logit_rho",-3.20404
"M",10,3,107,707,"logit_rho",-2.99843
"M",10,3,108,708,"logit_rho",-2.69946
"M",10,3,109,709,"logit_rho",-2.46254
"M",10,3,110,710,"logit_rho",-3.00598
"M",10,3,111,711,"logit_rho",-3.18262
"M",10,3,112,712,"logit_rho",-3.37219
"M",10,3,113,713,"logit_rho",-3.25737
"M",10,3,114,714,"logit_rho",-3.03839
"M",10,3,115,715,"logit_rho",-3.18829
"M",10,3,116,716,"logit_rho",-3.16922
"M",10,3,117,717,"logit_rho",-3.13993
"M",10,3,118,718,"logit_rho",-3.32518
"M",10,3,119,719,"logit_rho",-3.22099
"M",10,3,120,720,"logit_rho",-3.29723
"M",10,3,121,721,"logit_rho",-3.18028
"M",10,3,122,722,"logit_rho",-3.10577
"M",10,3,123,723,"logit_rho",-3.08722
"M",10,3,124,724,"logit_rho",-2.90658
"M",10,3,125,725,"logit_rho",-3.35159
"M",10,3,126,726,"logit_rho",-3.34791
"M",10,3,127,727,"logit_rho",-3.11757
"M",10,3,128,728,"logit_rho",-2.84944
"M",10,3,129,729,"logit_rho",-3.22327
"M",10,3,130,730,"logit_rho",-2.98195
"M",10,3,131,731,"logit_rho",-3.11003
"M",10,3,132,732,"logit_rho",-3.14749
"M",10,3,133,733,"logit_rho",-3.05179
"M",10,3,134,734,"logit_rho",-3.26595
"M",10,3,135,735,"logit_rho",-3.22005
"M",10,3,136,736,"logit_rho",-3.24214
"M",10,3,137,737,"logit_rho",-3.24925
"M",10,3,138,738,"logit_rho",-2.9812
"M",10,3,139,739,"logit_rho",-3.24728
"M",10,3,140,740,"logit_rho",-3.19064
"M",10,3,141,741,"logit_rho",-3.10521
"M",10,3,142,742,"logit_rho",-3.13543
"M",10,3,143,743,"logit_rho",-3.12349
"M",10,3,144,744,"logit_rho",-3.27757
"M",10,3,145,745,"logit_rho",-3.15859
"M",10,3,146,746,"logit_rho",-3.24492
"M",10,3,147,747,"logit_rho",-3.01148
"M",10,3,148,748,"logit_rho",-2.60391
"M",10,3,149,749,"logit_rho",-2.75548
"M",10,3,150,750,"logit_rho",-2.96956
"M",10,3,151,751,"logit_rho",-2.99172
"M",10,3,152,752,"logit_rho",-3.01279
"M",10,3,153,753,"logit_rho",-3.246
"M",10,3,154,754,"logit_rho",-3.30979
"M",10,3,155,755,"logit_rho",-3.27999
"M",10,3,156,756,"logit_rho",-3.51391
"M",10,3,157,757,"logit_rho",-3.35671
"M",10,3,158,758,"logit_rho",-3.22798
"M",10,3,159,759,"logit_rho",-3.26261
"M",10,3,160,760,"logit_rho",-3.4148
"M",10,3,161,761,"logit_rho",-3.13047
"M",10,3,162,762,"logit_rho",-2.96146
"M",10,3,163,763,"logit_rho",-3.14804
"M",10,3,164,764,"logit_rho",-3.06111
"M",10,3,165,765,"logit_rho",-3.19853
"M",10,3,166,766,"logit_rho",-2.93644
"M",10,3,167,767,"logit_rho",-3.12086
"M",10,3,168,768,"logit_rho",-3.05592
"M",10,3,169,769,"logit_rho",-3.04076
"M",10,3,170,770,"logit_rho",-2.79699
"M",10,3,171,771,"logit_rho",-2.77094
"M",10,3,172,772,"logit_rho",-2.95514
"M",10,3,173,773,"logit_rho",-3.31873
"M",10,3,174,774,"logit_rho",-3.27954
"M",10,3,175,775,"logit_rho",-3.62032
"M",10,3,176,776,"logit_rho",-3.30419
"M",10,3,177,777,"logit_rho",-3.12086
"M",10,3,178,778,"logit_rho",-3.09843
"M",10,3,179,779,"logit_rho",-3.11795
"M",10,3,180,780,"logit_rho",-3.28868
"M",10,3,181,781,"logit_rho",-3.14734
"M",10,3,182,782,"logit_rho",-3.05098
"M",10,3,183,783,"logit_rho",-3.20326
"M",10,3,184,784,"logit_rho",-3.40113
"M",10,3,185,785,"logit_rho",-3.16866
"M",10,3,186,786,"logit_rho",-3.21534
"M",10,3,187,787,"logit_rho",-3.3431
"M",10,3,188,788,"logit_rho",-3.3952
"M",10,3,189,789,"logit_rho",-3.37259
"M",10,3,190,790,"logit_rho",-3.31035
"M",10,3,191,791,"logit_rho",-2.73543
"M",10,3,192,792,"logit_rho",-2.65952
"M",10,3,193,793,"logit_rho",-2.95176
"M",10,3,194,794,"logit_rho",-2.90923
"M",10,3,195,795,"logit_rho",-2.99524
"M",10,3,196,796,"logit_rho",-3.30827
"M",10,3,197,797,"logit_rho",-3.17389
"M",10,3,198,798,"logit_rho",-2.89168
"M",10,3,199,799,"logit_rho",-2.99096
"M",10,3,200,800,"logit_rho",-3.01695
"M",10,3,201,801,"logit_rho",-3.29196
"M",10,3,202,802,"logit_rho",-3.10886
"M",10,3,203,803,"logit_rho",-2.85584
"M",10,3,204,804,"logit_rho",-3.30384
"M",10,3,205,805,"logit_rho",-3.05648
"M",10,3,206,806,"logit_rho",-2.94305
"M",10,3,207,807,"logit_rho",-3.10533
"M",10,3,208,808,"logit_rho",-3.23601
"M",10,3,209,809,"logit_rho",-3.29497
"M",10,3,210,810,"logit_rho",-3.24032
"M",10,3,211,811,"logit_rho",-3.07051
"M",10,3,212,812,"logit_rho",-3.23755
"M",10,3,213,813,"logit_rho",-3.02405
"M",10,3,214,814,"logit_rho",-2.97687
"M",10,3,215,815,"logit_rho",-2.80621
"M",10,3,216,816,"logit_rho",-2.65398
"M",10,3,217,817,"logit_rho",-2.89594
"M",10,3,218,818,"logit_rho",-2.88056
"M",10,3,219,819,"logit_rho",-3.27728
"M",10,3,220,820,"logit_rho",-3.09324
"M",10,3,221,821,"logit_rho",-2.84145
"M",10,3,222,822,"logit_rho",-2.77364
"M",10,3,223,823,"logit_rho",-2.61003
"M",10,3,224,824,"logit_rho",-3.03166
"M",10,3,225,825,"logit_rho",-3.24376
"M",10,3,226,826,"logit_rho",-2.95629
"M",10,3,227,827,"logit_rho",-3.04506
"M",10,3,228,828,"logit_rho",-3.16386
"M",10,3,229,829,"logit_rho",-3.1576
"M",10,3,230,830,"logit_rho",-3.17199
"M",10,3,231,831,"logit_rho",-2.69124
"M",10,3,232,832,"logit_rho",-2.77375
"M",10,3,233,833,"logit_rho",-2.81872
"M",10,3,234,834,"logit_rho",-2.71789
"M",10,3,235,835,"logit_rho",-2.69953
"M",10,3,236,836,"logit_rho",-2.76922
"M",10,3,237,837,"logit_rho",-2.8399
"M",10,3,238,838,"logit_rho",-2.9905
"M",10,3,239,839,"logit_rho",-3.2037
"M",10,3,240,840,"logit_rho",-3.24638
"M",10,3,241,841,"logit_rho",-3.49668
"M",10,3,242,842,"logit_rho",-3.28095
"M",10,3,243,843,"logit_rho",-3.26015
"M",10,3,244,844,"logit_rho",-3.32126
"M",10,3,245,845,"logit_rho",-3.34686
"M",10,3,246,846,"logit_rho",-3.13704
"M",10,3,247,847,"logit_rho",-3.12007
"M",10,3,248,848,"logit_rho",-3.20983
"M",10,3,249,849,"logit_rho",-3.39019
"M",10,3,250,850,"logit_rho",-3.05862
"M",10,3,251,851,"logit_rho",-2.84907
"M",10,3,252,852,"logit_rho",-3.18082
"M",10,3,253,853,"logit_rho",-2.87762
"M",10,3,254,854,"logit_rho",-3.27508
"M",10,3,255,855,"logit_rho",-3.1562
"M",10,3,256,856,"logit_rho",-2.82708
"M",10,3,257,857,"logit_rho",-2.91581
"M",10,3,258,858,"logit_rho",-2.65898
"M",10,3,259,859,"logit_rho",-2.93763
"M",10,3,260,860,"logit_rho",-3.02544
"M",10,3,261,861,"logit_rho",-2.93505
"M",10,3,262,862,"logit_rho",-2.99992
"M",10,3,263,863,"logit_rho",-2.8222
"M",10,3,264,864,"logit_rho",-2.81508
"M",10,3,265,865,"logit_rho",-2.87563
"M",10,3,266,866,"logit_rho",-3.06693
"M",10,3,267,867,"logit_rho",-2.71134
"M",10,3,268,868,"logit_rho",-2.89106
"M",10,3,269,869,"logit_rho",-2.91463
"M",10,3,270,870,"logit_rho",-3.15185
"M",10,3,271,871,"logit_rho",-2.94983
"M",10,3,272,872,"logit_rho",-2.85514
"M",10,3,273,873,"logit_rho",-2.84087
"M",10,3,274,874,"logit_rho",-2.96941
"M",10,3,275,875,"logit_rho",-2.7837
"M",10,3,276,876,"logit_rho",-2.88142
"M",10,3,277,877,"logit_rho",-3.10929
"M",10,3,278,878,"logit_rho",-3.1653
"M",10,3,279,879,"logit_rho",-2.97196
"M",10,3,280,880,"logit_rho",-3.10198
"M",10,3,281,881,"logit_rho",-2.71791
"M",10,3,282,882,"logit_rho",-3.25679
"M",10,3,283,883,"logit_rho",-3.04828
"M",10,3,284,884,"logit_rho",-2.95558
"M",10,3,285,885,"logit_rho",-2.9662
"M",10,3,286,886,"logit_rho",-3.00859
"M",10,3,287,887,"logit_rho",-3.0139
"M",10,3,288,888,"logit_rho",-3.13969
"M",10,3,289,889,"logit_rho",-3.09214
"M",10,3,290,890,"logit_rho",-3.16972
"M",10,3,291,891,"logit_rho",-3.00275
"M",10,3,292,892,"logit_rho",-3.27669
"M",10,3,293,893,"logit_rho",-3.25361
"M",10,3,294,894,"logit_rho",-3.07908
"M",10,3,295,895,"logit_rho",-3.27778
"M",10,3,296,896,"logit_rho",-3.41186
"M",10,3,297,897,"logit_rho",-3.44391
"M",10,3,298,898,"logit_rho",-3.52719
"M",10,3,299,899,"logit_rho",-3.50317
"M",10,3,300,900,"logit_rho",-3.36976
"M",10,4,1,901,"logit_rho",-3.29148
"M",10,4,2,902,"logit_rho",-3.40747
"M",10,4,3,903,"logit_rho",-3.2874
"M",10,4,4,904,"logit_rho",-3.29416
"M",10,4,5,905,"logit_rho",-3.10647
"M",10,4,6,906,"logit_rho",-3.13418
"M",10,4,7,907,"logit_rho",-3.0634
"M",10,4,8,908,"logit_rho",-2.95191
"M",10,4,9,909,"logit_rho",-3.30991
"M",10,4,10,910,"logit_rho",-3.028
"M",10,4,11,911,"logit_rho",-3.00032
"M",10,4,12,912,"logit_rho",-3.12508
"M",10,4,13,913,"logit_rho",-3.2315
"M",10,4,14,914,"logit_rho",-2.83358
"M",10,4,15,915,"logit_rho",-2.99887
"M",10,4,16,916,"logit_rho",-2.94897
"M",10,4,17,917,"logit_rho",-3.36172
"M",10,4,18,918,"logit_rho",-3.27633
"M",10,4,19,919,"logit_rho",-3.25471
"M",10,4,20,920,"logit_rho",-2.97383
"M",10,4,21,921,"logit_rho",-2.6583
"M",10,4,22,922,"logit_rho",-2.61714
"M",10,4,23,923,"logit_rho",-2.68628
"M",10,4,24,924,"logit_rho",-2.42704
"M",10,4,25,925,"logit_rho",-2.95944
"M",10,4,26,926,"logit_rho",-2.78156
"M",10,4,27,927,"logit_rho",-2.72935
"M",10,4,28,928,"logit_rho",-3.02225
"M",10,4,29,929,"logit_rho",-3.3375
"M",10,4,30,930,"logit_rho",-3.37845
"M",10,4,31,931,"logit_rho",-3.12041
